2024-12-23 21:34:13 | ERROR    | managers.workflow_manager:execute_workflow:251 - Error executing workflow: %s
2024-12-23 21:34:13 | ERROR    | managers.agent_manager:initialize_game:357 - Error initializing game session %s: %s
2024-12-23 21:34:13 | ERROR    | managers.agent_manager:initialize_game:358 - Stack trace:
2024-12-23 21:34:13 | ERROR    | api.app:initialize_game:620 - Unexpected error during game initialization: Workflow execution failed: 'StateManager' object has no attribute 'get_current_timestamp'
2024-12-23 21:34:13 | ERROR    | api.app:initialize_game:621 - Stack trace:
2024-12-23 21:34:58 | ERROR    | managers.workflow_manager:execute_workflow:251 - Error executing workflow: %s
2024-12-23 21:34:58 | ERROR    | managers.agent_manager:initialize_game:357 - Error initializing game session %s: %s
2024-12-23 21:34:58 | ERROR    | managers.agent_manager:initialize_game:358 - Stack trace:
2024-12-23 21:34:58 | ERROR    | api.app:initialize_game:620 - Unexpected error during game initialization: Workflow execution failed: 'StateManager' object has no attribute 'get_current_timestamp'
2024-12-23 21:34:58 | ERROR    | api.app:initialize_game:621 - Stack trace:
2024-12-23 21:36:09 | ERROR    | managers.workflow_manager:execute_workflow:251 - Error executing workflow: %s
2024-12-23 21:36:09 | ERROR    | managers.agent_manager:initialize_game:357 - Error initializing game session %s: %s
2024-12-23 21:36:09 | ERROR    | managers.agent_manager:initialize_game:358 - Stack trace:
2024-12-23 21:36:09 | ERROR    | api.app:initialize_game:620 - Unexpected error during game initialization: Workflow execution failed: 'StateManager' object has no attribute 'get_current_timestamp'
2024-12-23 21:36:09 | ERROR    | api.app:initialize_game:621 - Stack trace:
2024-12-23 21:36:32 | ERROR    | managers.workflow_manager:execute_workflow:251 - Error executing workflow: %s
2024-12-23 21:36:32 | ERROR    | managers.agent_manager:initialize_game:357 - Error initializing game session %s: %s
2024-12-23 21:36:32 | ERROR    | managers.agent_manager:initialize_game:358 - Stack trace:
2024-12-23 21:36:32 | ERROR    | api.app:initialize_game:620 - Unexpected error during game initialization: Workflow execution failed: 'StoryGraph' object has no attribute 'execute'
2024-12-23 21:36:32 | ERROR    | api.app:initialize_game:621 - Stack trace:
2024-12-23 21:36:48 | ERROR    | api.app:global_exception_handler:658 - Global exception: HealthResponse.__init__() got an unexpected keyword argument 'version'
2024-12-23 21:37:10 | ERROR    | managers.workflow_manager:execute_workflow:251 - Error executing workflow: %s
2024-12-23 21:37:10 | ERROR    | managers.agent_manager:initialize_game:357 - Error initializing game session %s: %s
2024-12-23 21:37:10 | ERROR    | managers.agent_manager:initialize_game:358 - Stack trace:
2024-12-23 21:37:10 | ERROR    | api.app:initialize_game:620 - Unexpected error during game initialization: Workflow execution failed: 'StoryGraph' object has no attribute 'execute'
2024-12-23 21:37:10 | ERROR    | api.app:initialize_game:621 - Stack trace:
2024-12-23 21:37:12 | ERROR    | managers.workflow_manager:execute_workflow:251 - Error executing workflow: %s
2024-12-23 21:37:12 | ERROR    | managers.agent_manager:initialize_game:357 - Error initializing game session %s: %s
2024-12-23 21:37:12 | ERROR    | managers.agent_manager:initialize_game:358 - Stack trace:
2024-12-23 21:37:12 | ERROR    | api.app:initialize_game:620 - Unexpected error during game initialization: Workflow execution failed: 'StoryGraph' object has no attribute 'execute'
2024-12-23 21:37:12 | ERROR    | api.app:initialize_game:621 - Stack trace:
2024-12-23 21:37:13 | ERROR    | managers.workflow_manager:execute_workflow:251 - Error executing workflow: %s
2024-12-23 21:37:13 | ERROR    | managers.agent_manager:initialize_game:357 - Error initializing game session %s: %s
2024-12-23 21:37:13 | ERROR    | managers.agent_manager:initialize_game:358 - Stack trace:
2024-12-23 21:37:13 | ERROR    | api.app:initialize_game:620 - Unexpected error during game initialization: Workflow execution failed: 'StoryGraph' object has no attribute 'execute'
2024-12-23 21:37:13 | ERROR    | api.app:initialize_game:621 - Stack trace:
2024-12-23 21:37:18 | ERROR    | managers.workflow_manager:execute_workflow:251 - Error executing workflow: %s
2024-12-23 21:37:18 | ERROR    | managers.agent_manager:initialize_game:357 - Error initializing game session %s: %s
2024-12-23 21:37:18 | ERROR    | managers.agent_manager:initialize_game:358 - Stack trace:
2024-12-23 21:37:18 | ERROR    | api.app:initialize_game:620 - Unexpected error during game initialization: Workflow execution failed: 'StoryGraph' object has no attribute 'execute'
2024-12-23 21:37:18 | ERROR    | api.app:initialize_game:621 - Stack trace:
2024-12-23 21:38:56 | ERROR    | managers.workflow_manager:execute_workflow:251 - Error executing workflow: %s
2024-12-23 21:38:56 | ERROR    | managers.agent_manager:initialize_game:369 - Error executing initial workflow: %s
2024-12-23 21:38:56 | ERROR    | managers.agent_manager:initialize_game:376 - Error initializing game session %s: %s
2024-12-23 21:38:56 | ERROR    | managers.agent_manager:initialize_game:377 - Stack trace:
2024-12-23 21:38:56 | ERROR    | api.app:initialize_game:620 - Unexpected error during game initialization: Failed to initialize game session: Failed to execute initial workflow: Workflow execution failed: 'StoryGraph' object has no attribute 'execute'
